Date,Open,High,Low,Close,Volume,bb_high,bb_low,Signal
2020-03-24,6499.47,6830.63,6387.89,6749.94,193.537502,9467.591012127312,3847.960987872687,HOLD
2020-03-25,6744.53,6954.56,6474.17,6695.91,179.296648,9124.4874279133,3954.3765720867,HOLD
2020-03-26,6700.0,6772.38,6517.01,6734.11,176.751321,8716.870747122917,4121.401252877084,HOLD
2020-03-27,6750.08,6836.61,6275.59,6365.87,156.399686,8292.799425640493,4293.388574359508,HOLD
2020-03-28,6359.77,6359.77,6032.28,6243.16,282.316189,8036.267296008686,4370.5907039913145,HOLD
2020-03-29,6241.06,6266.95,5867.15,5876.82,245.719311,7754.088998714112,4446.472001285888,HOLD
2020-03-30,5895.02,6607.25,5862.32,6386.47,374.646417,7470.488868863837,4579.820131136163,HOLD
2020-03-31,6387.83,6516.79,6334.59,6434.43,200.191905,7124.1343270562,4776.977672943801,HOLD
2020-04-01,6419.08,6679.96,6152.38,6641.0,244.83346,7130.445623404434,4952.308376595567,HOLD
2020-04-02,6649.73,7226.02,6558.62,6826.94,569.861637,7222.478967876817,4984.719032123184,HOLD
2020-04-03,6786.0,7035.95,6607.95,6721.11,374.740512,7243.986305196409,5118.37769480359,HOLD
2020-04-04,6725.64,6996.58,6654.02,6862.65,278.684236,7288.916220618278,5223.208779381722,HOLD
2020-04-05,6891.57,6891.57,6674.97,6771.41,129.581436,7229.623742931966,5457.342257068034,HOLD
2020-04-06,6767.44,7347.0,6767.44,7332.68,271.71646,7299.143293990942,5589.053706009058,SELL
2020-04-07,7325.21,7450.93,7084.68,7197.12,193.637296,7302.379182197044,5766.508817802955,HOLD
2020-04-08,7198.53,7419.96,7155.97,7363.77,137.537852,7423.127113955576,5764.234886044424,HOLD
2020-04-09,7360.5,7368.22,7108.22,7283.68,73.043289,7508.632125602043,5786.597874397957,HOLD
2020-04-10,7280.13,7288.54,6750.0,6857.58,94.517529,7518.179064832194,5846.308935167807,HOLD
2020-04-11,6864.09,6935.07,6758.95,6881.93,46.401843,7474.501838830128,5996.32716116987,HOLD
2020-04-12,6900.23,7175.38,6782.41,6894.29,91.2665,7488.657287811149,6023.42971218885,HOLD
2020-04-13,6883.46,6883.78,6564.42,6836.5,115.760435,7493.812182598804,6026.930817401195,HOLD
2020-04-14,6837.6,6971.0,6767.66,6857.32,63.647023,7502.41982551246,6034.46417448754,HOLD
2020-04-15,6865.7,6926.82,6609.01,6631.75,80.44159,7499.611902912983,6027.036097087014,HOLD
2020-04-16,6612.81,7201.47,6480.0,7100.0,282.056698,7526.533505347533,6073.527494652465,HOLD
2020-04-17,7100.0,7145.41,6990.73,7036.17,71.961671,7525.719912975055,6153.642087024944,HOLD
2020-04-18,7026.47,7293.89,7017.63,7248.61,75.897316,7455.861256330851,6360.67974366915,HOLD
2020-04-19,7256.84,7267.46,7057.69,7121.6,66.48976,7444.12440332323,6445.92959667677,HOLD
2020-04-20,7120.85,7215.0,6750.0,6828.56,147.097576,7409.835608028023,6519.631391971978,HOLD
2020-04-21,6823.57,6934.46,6761.06,6845.56,183.05607,7398.727033580763,6551.195966419237,HOLD
2020-04-22,6841.33,7154.79,6819.58,7124.66,84.760407,7412.684005939339,6567.010994060663,HOLD
2020-04-23,7130.11,7752.45,7029.33,7480.05,206.001356,7482.378420678004,6573.210579321994,HOLD
2020-04-24,7484.46,7658.78,7401.05,7497.34,110.173282,7550.709497491486,6568.348502508513,HOLD
2020-04-25,7506.54,7720.52,7437.46,7541.17,98.724925,7612.920947823263,6583.113052176736,HOLD
2020-04-26,7537.51,7705.38,7461.99,7694.13,88.994885,7685.190907043579,6546.9880929564215,SELL
2020-04-27,7695.78,7791.73,7628.24,7775.57,75.132129,7782.350281498907,6507.673718501094,HOLD
2020-04-28,7777.05,7782.01,7670.15,7748.5,44.404302,7848.3453162847845,6480.151683715215,HOLD
2020-04-29,7742.68,8955.58,7713.01,8778.63,320.888147,8220.847540659774,6257.144459340224,SELL
2020-04-30,8782.65,9450.76,8404.31,8630.86,384.675439,8463.859222935826,6191.460777064177,SELL
2020-05-01,8628.07,9051.55,8617.99,8817.65,137.638493,8711.98533860522,6136.906661394782,SELL
2020-05-02,8818.22,9014.77,8757.77,8972.68,59.469765,8955.864405575398,6100.866594424602,SELL
2020-05-03,8973.85,9196.27,8718.08,8887.35,210.049083,9137.33604953438,6124.479950465621,HOLD
2020-05-04,8896.62,8954.26,8528.63,8868.92,198.32248,9285.74254366521,6177.23345633479,HOLD
2020-05-05,8878.25,9105.2,8772.22,9027.64,133.86243,9417.303433855912,6285.261566144087,HOLD
2020-05-06,9022.44,9396.16,8918.99,9145.93,242.577093,9576.200527194786,6330.957472805214,HOLD
2020-05-07,9132.52,10063.93,9010.0,9991.11,340.351689,9892.292939118623,6310.359060881375,SELL
2020-05-08,10001.44,10032.58,9717.86,9810.32,138.251436,10121.67104320514,6337.15195679486,HOLD
2020-05-09,9805.88,9900.0,9507.03,9539.68,145.785194,10252.967994413766,6447.663005586236,HOLD
2020-05-10,9531.93,9569.31,8127.14,8726.3,600.65983,10219.800271866885,6670.604728133114,HOLD
2020-05-11,8730.15,9162.08,8200.0,8561.03,399.574609,10146.736147762009,6915.215852237989,HOLD
2020-05-12,8560.18,8973.14,8533.72,8810.0,153.606379,10099.258864498726,7131.227135501271,HOLD
2020-05-13,8808.62,9398.12,8800.91,9295.0,167.297195,10121.633088162316,7290.347911837684,HOLD
2020-05-14,9305.22,9936.94,9264.35,9792.25,247.695074,10197.399558163685,7444.072441836317,HOLD
2020-05-15,9796.68,9839.59,9142.29,9311.55,314.061281,10168.056789711109,7650.453210288893,HOLD
2020-05-16,9314.71,9574.09,9224.81,9387.32,136.890462,10136.856536036334,7850.972463963664,HOLD
2020-05-17,9384.97,9883.77,9340.55,9675.9,192.143024,10121.574276720416,8056.287723279585,HOLD
2020-05-18,9682.67,9953.2,9433.42,9735.91,228.596217,10055.030675700731,8321.572324299268,HOLD
2020-05-19,9738.69,9893.93,9476.26,9771.9,166.998021,10118.819644842079,8357.110355157922,HOLD
2020-05-20,9776.96,9836.6,9318.19,9520.76,186.184663,10125.232206138682,8439.687793861316,HOLD
2020-05-21,9506.65,9564.73,8823.84,9058.33,241.577746,10117.004125758864,8471.983874241138,HOLD
2020-05-22,9057.15,9260.9,8940.0,9169.41,124.68715,10115.842811267587,8492.818188732414,HOLD
2020-05-23,9166.81,9302.52,9091.22,9174.47,57.329497,10110.094141364967,8527.278858635033,HOLD
2020-05-24,9177.48,9297.7,8684.62,8716.23,189.507228,10122.363098422707,8499.740901577292,HOLD
2020-05-25,8714.75,8979.62,8646.82,8890.24,176.878932,10127.218442901445,8481.145557098556,HOLD
2020-05-26,8900.59,9013.41,8704.33,8839.14,92.653075,10134.236998772534,8443.448001227467,HOLD
2020-05-27,8842.15,9225.75,8820.0,9202.0,109.34668,10031.26762278321,8467.506377216787,HOLD
2020-05-28,9205.0,9621.93,9115.16,9578.52,134.297435,9992.473444659476,8483.120555340525,HOLD
2020-05-29,9579.0,9603.73,9315.99,9424.31,74.027066,9979.112286767499,8484.944713232502,HOLD
2020-05-30,9424.49,9739.0,9342.66,9698.33,116.297491,10016.171240094574,8545.088759905428,HOLD
2020-05-31,9701.31,9701.84,9398.65,9469.22,93.62073,9986.58566094476,8665.493339055241,HOLD
2020-06-01,9449.84,10370.58,9424.72,10195.38,204.162993,10112.957217110856,8677.659782889146,SELL
2020-06-02,10200.0,10220.0,9283.85,9522.74,333.598459,10124.843412688504,8688.547587311496,HOLD
2020-06-03,9514.23,9685.01,9391.9,9652.01,78.968367,10105.264918555546,8694.102081444456,HOLD
2020-06-04,9669.5,9880.8,9455.0,9792.39,120.887073,10148.172353412208,8699.278646587789,HOLD
2020-06-05,9790.74,9849.29,9602.38,9628.52,110.72022,10165.418664253692,8706.152335746312,HOLD
2020-06-06,9613.97,9733.85,9537.9,9661.48,74.655262,10163.77506110012,8706.353938899878,HOLD
2020-06-07,9667.25,9818.8,9365.7,9748.82,147.422656,10165.50744789897,8705.912552101028,HOLD
2020-06-08,9750.29,9801.01,9633.08,9774.31,78.641054,10165.850709075647,8705.810290924353,HOLD
2020-06-09,9781.05,9872.56,9560.14,9772.99,140.769326,10192.475606515089,8704.40839348491,HOLD
2020-06-10,9764.48,9986.78,9695.99,9886.32,149.387852,10234.583258793506,8745.099741206492,HOLD
2020-06-11,9886.35,9958.93,9081.1,9269.7,257.614062,10232.214049536211,8757.497950463789,HOLD
2020-06-12,9258.29,9549.99,9242.21,9463.82,126.715209,10232.180932590163,8786.466067409834,HOLD
2020-06-13,9463.82,9489.97,9351.22,9465.95,39.62649,10172.492214495807,8921.126785504192,HOLD
2020-06-14,9462.31,9462.31,9245.04,9346.38,62.17131,10127.483793763346,9011.749206236655,HOLD
2020-06-15,9323.26,9495.0,8923.23,9430.51,149.844349,10051.81031186384,9146.559688136163,HOLD
2020-06-16,9421.95,9587.03,9377.5,9529.1,96.535418,10031.750193820182,9199.329806179816,HOLD
